Lng,Lat,DOM,followers,totalPrice,square,kitchen,bathRoom,floor,constructionTime
116.455654,39.898084,6.0,26,580.0,68.21,1,1,28,2009
116.443175,39.941889,28.0,24,700.0,68.81,1,1,14,1988
116.435511,39.946194,1.0,17,490.0,77.13,1,1,14,2003
116.444857,39.954789,39.0,11,723.0,100.0,1,1,24,2006
116.419242,39.875809,1.0,3,198.0,57.24,1,1,6,1980
116.413053,39.962564,56.0,47,453.0,67.55,1,1,5,1980
116.43345,39.944246,109.0,209,330.0,50.5,1,1,5,1986
116.455654,39.898084,132.0,303,375.0,62.0,1,1,28,2009
116.41416,39.957669,42.0,33,392.0,38.92,1,1,11,1983
116.443702,39.900208,1.0,0,235.0,67.55,1,1,18,2005
116.42911,39.956494,1.0,0,245.0,71.0,1,1,16,1992
116.429768,39.898926,20.0,43,860.0,76.76,1,1,17,2004
116.418047,39.876106,1.0,39,238.0,58.27,1,1,6,1982
116.4158,39.922472,29.0,57,585.0,47.41,1,1,4,1985
116.412685,39.866379,7.0,34,351.5,57.87,1,1,6,1985
116.429352,39.904538,1.0,26,498.0,88.87,1,1,16,2006
116.448783,39.894213,57.0,52,1535.0,165.81,1,2,23,2005
116.448876,39.901694,1.0,1,245.0,63.35,1,1,27,2004
116.436907,39.901554,1.0,0,325.0,72.74,1,1,17,2003
116.416543,39.869811,5.0,53,763.0,98.0,1,1,9,2005
116.408184,39.953334,1.0,0,215.0,55.55,1,1,6,1990
116.443318,39.942275,1.0,16,415.0,47.45,1,1,10,2003
116.435693,39.902993,1.0,5,520.0,107.83,1,1,18,2003
116.410078,39.96471,87.0,45,302.0,41.6,1,1,6,1990
116.399108,39.876842,39.0,1,630.0,61.03,1,1,22,2010
116.414356,39.869475,1.0,6,286.0,64.42,1,1,11,2005
116.420099,39.901616,1.0,0,102.0,28.27,1,1,7,2004
116.418443,39.866651,1.0,23,295.0,66.63,1,1,6,1984
116.443702,39.900208,1.0,13,268.0,47.86,1,1,18,2005
116.404412,39.952825,1.0,17,240.0,44.86,1,1,5,1988
116.448538,39.939798,1.0,0,320.0,62.97,1,1,6,1984
116.417021,39.97634,1.0,0,186.0,59.41,1,1,14,1996
116.435236,39.90518,370.0,414,500.0,49.71,1,1,6,1995
116.435611,39.948432,1.0,3,389.0,58.34,1,1,4,2002
116.400533,39.962226,21.0,30,480.0,56.88,1,1,6,1980
116.417352,39.93295,1.0,16,241.0,41.45,1,1,6,1985
116.417993,39.970747,44.0,18,442.0,58.53,1,1,6,1995
116.404734,39.960609,207.0,32,490.0,36.55,1,1,5,1986
116.448623,39.945062,1.0,1,490.0,47.94,1,1,22,2007
116.432388,39.95399,1.0,3,353.0,63.22,1,1,13,2003
116.43345,39.944246,44.0,16,588.0,65.01,1,1,16,1986
116.432142,39.902354,27.0,64,736.0,82.41,1,1,12,2004
116.400687,39.872287,110.0,136,195.0,37.3,1,1,15,2007
116.437956,39.926419,14.0,31,559.0,76.63,1,1,16,2006
116.404734,39.960609,1.0,10,283.8,54.47,1,1,5,1986
116.439746,39.905443,3.0,0,889.0,105.77,1,1,6,1994
116.444502,39.935082,10.0,16,580.0,54.95,1,1,6,1988
116.455654,39.898084,1.0,5,305.0,49.45,1,1,18,2009
116.411858,39.869364,1.0,0,255.0,66.72,1,1,12,2009
116.429352,39.904538,115.0,125,530.0,55.43,1,1,16,2006
116.418876,39.968393,55.0,35,570.0,66.1,1,1,6,1987
116.441716,39.946158,1.0,9,360.0,79.8,1,1,25,2003
116.427853,39.966824,1.0,48,395.0,60.2,1,1,5,1986
116.41545,39.97708,11.0,21,1210.0,128.36,1,1,6,2000
116.444278,39.938213,73.0,35,440.0,57.74,1,1,7,1990
116.443318,39.942275,78.0,138,760.0,87.26,1,1,10,2003
116.446244,39.897173,4.0,0,410.0,47.78,1,1,5,1978
116.448538,39.939798,56.0,0,553.0,57.64,1,1,6,1984
116.433321,39.906309,1.0,0,100.0,40.02,1,1,14,1980
116.448783,39.894213,38.0,38,945.0,104.79,1,1,23,2006
116.448783,39.894213,1.0,8,340.0,30.65,1,1,20,2004
116.418443,39.866651,1.0,13,170.0,51.68,1,1,6,1984
116.426526,39.964952,3.0,1,786.0,87.81,1,1,5,1990
116.399108,39.876842,8.0,3,1150.0,136.0,1,2,21,2010
116.440069,39.902423,20.0,5,995.0,85.6,1,1,11,2004
116.400687,39.872287,1.0,37,150.0,37.3,1,1,15,2007
116.435937,39.931833,1.0,3,880.0,129.23,1,2,6,1998
116.441716,39.946158,1.0,31,330.0,57.78,1,1,25,2003
116.435195,39.919148,1.0,14,327.5,57.55,1,1,6,1992
116.430212,39.88509,4.0,2,599.0,61.22,1,1,6,1999
116.408381,39.874173,1.0,6,507.0,124.86,1,2,12,2002
116.452901,39.901073,6.0,0,510.0,63.5,1,1,22,2002
116.429922,39.924343,7.0,8,668.0,51.73,1,1,5,1980
116.433321,39.906309,74.0,38,320.0,47.72,1,1,17,1980
116.414549,39.97239,3.0,0,485.0,46.83,1,1,16,1994
116.414206,39.923008,28.0,6,458.0,57.22,1,1,6,1988
116.436297,39.920238,8.0,25,440.0,30.19,1,1,7,1988
116.415381,39.909013,3.0,1,835.0,106.0,1,1,13,1990
116.407868,39.95802,1.0,12,295.0,58.38,1,1,6,1990
116.395254,39.872359,1.0,7,366.0,106.21,1,1,19,2001
116.411858,39.869364,55.0,274,390.0,50.97,1,1,12,2009
116.436598,39.957151,1.0,0,400.0,116.3,1,1,6,2000
116.419288,39.94506,14.0,17,503.0,33.78,1,1,6,1985
116.432835,39.957774,132.0,39,896.0,122.76,1,2,20,2003
116.444345,39.945375,8.0,12,550.0,59.35,1,1,5,1981
116.410078,39.96471,15.0,55,367.0,41.32,1,1,6,1990
116.455654,39.898084,35.0,135,568.0,71.43,1,1,29,2009
116.444278,39.938213,37.0,61,520.0,58.4,1,1,7,1990
116.445042,39.894679,1.0,9,415.0,64.0,1,1,18,2002
116.436666,39.932997,1.0,0,319.5,80.87,1,1,6,1990
116.414549,39.97239,1.0,0,230.0,46.83,1,1,16,1994
116.416543,39.869811,1.0,1,400.0,92.91,1,1,13,2006
116.433451,39.923705,34.0,37,659.0,80.32,1,1,11,2004
116.432764,39.932355,1.0,1,523.0,81.51,1,1,6,2003
116.400533,39.962226,130.0,21,519.0,43.21,1,1,16,1992
116.432388,39.95399,1.0,17,460.0,81.57,1,1,13,2003
116.405598,39.957975,29.0,104,588.0,70.21,1,1,6,1986
116.437896,39.901842,32.0,80,649.0,81.64,1,1,18,2003
116.437847,39.933684,93.0,50,868.0,71.37,1,1,21,2003
116.411359,39.964549,35.0,42,640.0,97.71,1,1,10,2004
116.395254,39.872359,7.0,11,386.0,71.47,1,1,19,2001
116.439746,39.905443,1.0,7,490.0,72.74,1,1,6,1994
116.422649,39.925049,1.0,2,346.0,51.41,1,1,5,1986
116.433722,39.926854,1.0,14,500.0,90.52,1,1,6,2003
116.416543,39.869811,1.0,5,518.0,116.18,1,2,9,2005
116.450229,39.946158,1.0,36,396.5,59.61,1,1,9,1998
116.449678,39.942406,65.0,45,439.0,96.45,1,1,10,2008
116.437281,39.918733,155.0,121,850.0,93.81,1,1,16,1992
116.445042,39.894679,1.0,9,235.0,46.12,1,1,12,2002
116.419086,39.945744,1.0,12,700.0,117.25,1,2,6,2002
116.434144,39.892211,1.0,28,185.0,47.56,1,1,6,1993
116.443702,39.900208,3.0,4,463.0,47.86,1,1,18,2005
116.427206,39.883008,38.0,146,380.0,45.46,1,1,6,1980
116.411359,39.964549,1.0,6,516.0,87.08,1,1,12,1996
116.444673,39.880008,8.0,11,464.0,53.98,1,1,16,2004
116.421263,39.946757,2.0,5,670.0,62.42,1,1,12,2003
116.427853,39.966824,1.0,1,495.0,77.72,1,1,5,1986
116.445042,39.894679,1.0,10,380.0,89.28,1,1,18,2002
116.450229,39.946158,37.0,28,490.0,66.85,1,1,6,1998
116.433451,39.923705,31.0,0,536.0,55.1,1,1,16,2004
116.421577,39.949708,14.0,17,612.0,54.53,1,1,6,1990
116.437956,39.926419,1.0,26,390.0,74.95,1,1,16,2003
116.443175,39.941889,9.0,0,543.0,56.82,1,1,6,1987
116.455654,39.898084,62.0,100,550.0,71.15,1,1,29,2009
116.45209,39.906053,157.0,6,735.0,70.69,1,1,22,2013
116.435879,39.901966,27.0,6,1020.0,108.0,1,1,17,2004
116.426265,39.949747,1.0,1,265.0,69.22,1,1,5,1988
116.435511,39.946194,52.0,128,663.0,60.01,1,1,14,2003
116.416894,39.894994,5.0,0,381.0,55.25,1,1,5,1978
116.444673,39.880008,1.0,17,468.0,127.01,1,2,16,2004
116.409688,39.958188,1.0,0,344.0,110.48,1,1,19,2006
116.434144,39.928568,151.0,66,725.0,96.05,1,1,6,2003
116.416543,39.869811,1.0,88,435.0,92.91,1,1,13,2006
116.43349,39.882446,1.0,45,267.0,53.49,1,1,6,1989
116.439371,39.896367,166.0,82,560.0,69.03,1,1,16,1999
116.402567,39.869745,20.0,11,518.0,87.77,1,1,6,1999
116.430437,39.890343,108.0,78,918.0,101.38,1,1,6,1987
116.444673,39.880008,1.0,1,269.0,69.7,1,1,14,2004
116.435055,39.941656,50.0,44,828.0,83.71,1,1,7,2003
116.443175,39.941889,1.0,12,450.0,87.02,1,1,6,1998
116.406799,39.876431,1.0,0,180.0,53.82,1,1,6,1982
116.404734,39.960609,48.0,118,605.0,56.46,1,1,5,1993
116.432142,39.902354,1.0,0,218.0,56.81,1,1,16,2004
116.400524,39.958938,64.0,62,568.0,66.65,1,1,12,1989
116.427853,39.966824,1.0,21,547.0,95.25,1,1,6,1995
116.437847,39.933684,18.0,33,670.0,47.99,1,1,21,2003
116.429352,39.904538,1.0,0,300.0,67.75,1,1,16,2006
116.441608,39.898639,139.0,134,475.0,57.16,1,1,6,1980
116.434144,39.892211,1.0,22,438.0,84.52,1,1,6,1993
116.437847,39.933684,1.0,1,435.0,48.04,1,1,10,2003
116.449756,39.934586,120.0,46,536.0,62.07,1,1,5,1992
116.441716,39.946158,1.0,0,429.0,111.49,1,2,25,2003
116.429885,39.954649,49.0,0,466.0,31.15,1,1,6,1988
116.42097,39.872978,1.0,2,174.0,42.17,1,1,6,1990
116.41148,39.94551,1.0,3,387.0,59.56,1,1,6,1987
116.4515,39.904606,1.0,21,347.0,75.55,1,1,21,2005
116.409688,39.958188,16.0,43,560.0,55.92,1,1,19,2006
116.430212,39.88509,1.0,12,378.0,78.0,1,1,6,1990
